Topic	Count	Name	Representation
324	14	324_carrier_selmer_tomek_os seiche	['carrier', 'selmer', 'tomek', 'os seiche', 'fender', 'seiche', 'jonis', 'orchestre', 'weller', 'rossinante']
325	14	325_édit_huguenots_ronsard_médicis	['édit', 'huguenots', 'ronsard', 'médicis', 'royaume', 'françois', 'charry', 'réformés', 'châtel', 'cour']
326	14	326_avion_pilote_orloff_selmer	['avion', 'pilote', 'orloff', 'selmer', 'singapour', 'nielsen', 'appareil', 'whitewell', 'dearborne', 'piste']
327	14	327_massom_ulm_ferrières_glucken	['massom', 'ulm', 'ferrières', 'glucken', 'costermann', 'higenroth', 'révérend dinsmore', 'jov', 'chabrand', 'obscurantisme']
328	14	328_hastur_montray_terriens_hartani	['hastur', 'montray', 'terriens', 'hartani', 'comyn', 'tenebrosa', 'langue', 'langage', 'beckers', 'thendara']
329	14	329_datsun_1995_pain maïs_marocain	['datsun', '1995', 'pain maïs', 'marocain', 'docteur stahlmann', 'stahlmann', 'permissif', 'nebbi', 'table couche', 'couche']
330	14	330_blues_musique_alladale_clarinette	['blues', 'musique', 'alladale', 'clarinette', 'jouait', 'haguenier', 'chanson', 'sex pistols', 'pistols', 'trompette']
331	14	331_jago_thackeray_cribb_orlo	['jago', 'thackeray', 'cribb', 'orlo', 'suchman', 'radstock', 'chanfond', 'remettent', 'commanditaire', 'cabriolet']
332	13	332_pélagie_abassa_11 heures_sourate	['pélagie', 'abassa', '11 heures', 'sourate', 'baltimore', 'bishop', 'baltimore baltimore', '11', 'inspecteur académie', 'joué joué']
333	13	333_keraij_yor_keraïni_kerai	['keraij', 'yor', 'keraïni', 'kerai', 'sehin', 'uruan', 'féhimi', 'kaerdug', 'mâles', 'sélection']
334	13	334_transformationalisme_weller_steinhardt_pissaro	['transformationalisme', 'weller', 'steinhardt', 'pissaro', 'adhérents', 'scénario', 'longs métrages', 'mouvement', 'transformation', 'métrages']
335	13	335_hervé_angleterre_françoise_hermely	['hervé', 'angleterre', 'françoise', 'hermely', 'gustou', 'bretagne', 'syd', 'cormier', 'lucrèce', 'général']
336	13	336_biddell_poulton_chesterton_chênaie	['biddell', 'poulton', 'chesterton', 'chênaie', 'mme poulton', 'rovnie', 'disputée père', 'détournant conversation', 'tipton', 'fit']
337	13	337_bledd_chapeau_candidat_moïse	['bledd', 'chapeau', 'candidat', 'moïse', 'serpendeau', 'curedent', 'josephson', 'clown', 'tübingen', 'plankaert']
338	13	338_montreux_colleys_géronimo_voiture	['montreux', 'colleys', 'géronimo', 'voiture', 'androïde', 'montana', 'camion', 'route', 'mettre automatique', 'triss']
339	13	339_hot springs_snow_springs_magasin souvenirs	['hot springs', 'snow', 'springs', 'magasin souvenirs', 'mme snow', 'hot', 'patronne', 'rochebrune', 'tulley', 'dennison']
340	13	340_piggot_betts_broadwaters_alderton	['piggot', 'betts', 'broadwaters', 'alderton', 'manson', 'kenway', 'piggot betts', 'cambriolage', 'mort betts', 'betts piggot']
341	13	341_spinelli_mellors_trésor_führer	['spinelli', 'mellors', 'trésor', 'führer', 'contemple', 'spinelli regarde', 'conseil administration', 'lève mains', 'reprend', 'vieilles connaissances']
342	13	342_fouldroule_portières_usine_caisses	['fouldroule', 'portières', 'usine', 'caisses', 'pincée poussière', 'pris ligne', 'régulier gouttes', 'soudure', 'casque', 'grises']
343	13	343_tileman_bitchy_courcy_médée	['tileman', 'bitchy', 'courcy', 'médée', 'dr tileman', 'voulez', 'demanda bitchy', 'répondit bitchy', 'angleterre', 'air terrorisé']
344	13	344_fêlure_coup foudre_gimlet_foudre	['fêlure', 'coup foudre', 'gimlet', 'foudre', 'larbins', 'décidé coopérer', 'grandes mains chaudes', 'cheville', 'nabote', 'lupin']
345	13	345_amazones_jerana_amazones libres_jalak	['amazones', 'jerana', 'amazones libres', 'jalak', 'lorill', 'femmes', 'cousine', 'libres', 'chaînes', 'comyn']
346	13	346_garnel_pradon_lle deroze_tache	['garnel', 'pradon', 'lle deroze', 'tache', 'moniteurs', 'deroze', 'profitendieu', 'proposition', 'lle', 'piove']
347	13	347_eristan_pfui_sociétés_silverson	['eristan', 'pfui', 'sociétés', 'silverson', 'développement', 'santarém', 'milliards', 'sciavoni', 'civilisation', 'usines']
348	13	348_quince_téléphone_pengo_eggers	['quince', 'téléphone', 'pengo', 'eggers', 'dr', 'dr téléphoné', 'téléphones publics', 'prévenons', 'zander', 'affaire pohl']
349	13	349_harker_tête tourne_corson_jour cessa	['harker', 'tête tourne', 'corson', 'jour cessa', 'chantage', 'cécile', 'niss', 'cury', 'steiner', 'gonflé']
350	13	350_goudes_fonfrin_strasbourg_lanyon	['goudes', 'fonfrin', 'strasbourg', 'lanyon', 'escobille', 'damm', 'ombre image', 'têtes moineau', 'marché noir', 'lherbier']
351	13	351_kernik_œuf bleu_villageois_hipprone	['kernik', 'œuf bleu', 'villageois', 'hipprone', 'bufo', 'œuf', 'corson', 'âalkâ kâa', 'kâ âalkâ', 'âalkâ']
352	13	352_alginate_pâte_goossens_chef laboratoire	['alginate', 'pâte', 'goossens', 'chef laboratoire', 'outil', 'rats', 'catalyseur', 'marteau', 'modèle', 'flexibles']
353	13	353_quade_editions_editions cauldron_cauldron	['quade', 'editions', 'editions cauldron', 'cauldron', 'boland', 'knudsen', 'docteur boland', 'snow', 'numéro', 'chantier']
354	13	354_bocager_sel_garçons_noms garçons	['bocager', 'sel', 'garçons', 'noms garçons', 'dépôt armes', 'copeau', 'ombres', 'faut attaquer', 'oiseaux', 'briancourt']
355	13	355_cantor_adichka_divisionnaire_divisionnaire coudrier	['cantor', 'adichka', 'divisionnaire', 'divisionnaire coudrier', 'bénédicte', 'musique', 'coudrier', 'crapauds', 'colique', 'cornets']
356	12	356_daily_welby_monkey_justiciers	['daily', 'welby', 'monkey', 'justiciers', 'daily mégaphone', 'mégaphone', 'thory', 'presse', 'conditionnel', 'journalistes']
357	12	357_cassiân_yrvène_sélèn_még	['cassiân', 'yrvène', 'sélèn', 'még', 'édouard', 'loumka', 'burr', 'écailles', 'suttondale', 'argyre']
358	12	358_mélissa_syndrome tascoli_tascoli_syndrome	['mélissa', 'syndrome tascoli', 'tascoli', 'syndrome', 'country club', 'country', 'nièce', 'aperçue', 'stark', 'subaru']
359	12	359_fintan_maou_fleuve_onitsha	['fintan', 'maou', 'fleuve', 'onitsha', 'omerun', 'marima', 'maou fintan', 'pikni', 'rodes', 'pont']
360	12	360_harker_bleu limpide_patchett_limpide	['harker', 'bleu limpide', 'patchett', 'limpide', 'mendiant', 'sutter', 'step', 'harker voix', 'aigle', 'galactique']
361	12	361_diaspad_ratz_bugul_lherbier	['diaspad', 'ratz', 'bugul', 'lherbier', 'gaohn', 'pistolet', 'verrière', 'gage ratz', 'questions poser questions', 'scrutateur']
362	12	362_cordobân_sandwich jambon_lingard_gérald	['cordobân', 'sandwich jambon', 'lingard', 'gérald', 'shérif', 'gotobed', 'jambon', 'mercredi 27', 'vois mensonge', 'gedge']
363	12	363_félix_borg_gabey_ducreux	['félix', 'borg', 'gabey', 'ducreux', 'gérou', 'mutants', 'scientifiques', 'collègues', 'génétique', 'touche noire']
364	12	364_beegan_vidame_showbiz_chauffard	['beegan', 'vidame', 'showbiz', 'chauffard', 'hissune', 'tué beegan', 'bullourde', 'impasse bullourde', 'poèmes', 'deeds']
365	12	365_vados_guerrero_mendoza_cortès	['vados', 'guerrero', 'mendoza', 'cortès', 'mise demeure', 'murieta', 'tiempo', 'hakluyt', 'arrio', 'sra']
366	12	366_mont vénus_vénus_palais glaces_orwell	['mont vénus', 'vénus', 'palais glaces', 'orwell', 'sérigny', 'pressa touche', 'mont', 'hais héroïne', 'trappe verrouillée', 'bout bout bout']
367	12	367_modèles_retoucheuse_moyen toucher_oddie	['modèles', 'retoucheuse', 'moyen toucher', 'oddie', 'lariboisière', 'japonais', 'keraij', 'tivali', '30', 'jérémiah']
368	12	368_carfax_appareil_babcock_42	['carfax', 'appareil', 'babcock', '42', 'sélecteur', 'modules', 'eyniqi', 'jeton', 'scalvinn', 'armoires']
369	12	369_branhaelle_muldoon_twern_djorb	['branhaelle', 'muldoon', 'twern', 'djorb', 'monseigneur', 'horcs', 'irlandais', 'elidath', 'tunigorn', 'talhael']
370	12	370_caria_voix caria_âme midinette_chérie	['caria', 'voix caria', 'âme midinette', 'chérie', 'venatici', 'caria voix', 'véritable assassin', 'automaster central', 'détournées', 'parfaitement courant']
371	12	371_murieta_beyle_soûlas_cabinet affaires	['murieta', 'beyle', 'soûlas', 'cabinet affaires', 'kgb', 'sigueiras', 'carenheim', 'abbé', 'kgb envoyé', 'yeishi']
372	12	372_murdoch_garros_frédéric_muntz	['murdoch', 'garros', 'frédéric', 'muntz', 'citibank', 'flox', 'annonceurs', 'nicaud', 'oubliez compte', 'smithtown']
373	12	373_carthy_voyagiste_bébé_mme carthy	['carthy', 'voyagiste', 'bébé', 'mme carthy', 'gaël', 'fatiguée', 'satin bleu', 'embrassais', 'manson', 'bébés']
374	12	374_hofa_42_jokari_trafic	['hofa', '42', 'jokari', 'trafic', 'ultimate', 'virus gluant', 'redlynch', 'counter', 'mutant counter', 'spectre']
375	12	375_créativité_contrariété_vorst_dessin	['créativité', 'contrariété', 'vorst', 'dessin', 'hot dogs', 'dogs', 'peintre', 'faux soldats', 'ravot', 'regain']
376	11	376_mongougeot_maîtresse titre_edmée_amédée	['mongougeot', 'maîtresse titre', 'edmée', 'amédée', 'césar', 'pompadour', 'éditions soir', 'céramiste', 'archiduc', 'ancien']
377	11	377_nexus_nicodème_hulann_shakespeare	['nexus', 'nicodème', 'hulann', 'shakespeare', 'harker', 'danybot', 'intelligence', 'bemie', 'doter', 'terrien']
378	11	378_glair_sélèn_jakt_bouc air	['glair', 'sélèn', 'jakt', 'bouc air', 'hern', 'nacelle', 'bête', 'efforts montrer', 'drone', 'cou bête']
379	11	379_starling_gard_professeur dessin_artiste	['starling', 'gard', 'professeur dessin', 'artiste', 'exposition', 'rente versée', 'merveilleuse femmes', 'loupe', 'imperméable marron', 'mène']
380	11	380_corson_hipprone_aergistal_monstre	['corson', 'hipprone', 'aergistal', 'monstre', 'ngal nda', 'ngal', 'nda', 'planète mausolée', 'prone', 'collier']
381	11	381_michaelson_jenkins_lefleur_nims	['michaelson', 'jenkins', 'lefleur', 'nims', 'nims nims', 'affaires scientifiques', 'garrison', 'chef équipe', 'diplôme', 'services sociaux']
382	11	382_abbé_bernerie_payable_pompadour	['abbé', 'bernerie', 'payable', 'pompadour', 'ventôse', 'daraïn', 'maurras', 'glazer', 'dépêche', '000']
383	11	383_mourier_beckett_hamway_lauderdale	['mourier', 'beckett', 'hamway', 'lauderdale', 'lenormand', 'flics lauderdale', 'tueur dépeceur', 'wexford', 'dépeceur', 'puissance infinie']
384	11	384_principale actionnaire_marks_penser dis_winterland	['principale actionnaire', 'marks', 'penser dis', 'winterland', 'fourchette', 'baiser', 'actionnaire', 'sidérée', 'rescousse', 'éclata rire']
385	11	385_nuit pis_pluie battait vitres_porte entrée lorsqu_battait vitres	['nuit pis', 'pluie battait vitres', 'porte entrée lorsqu', 'battait vitres', 'chargé senteurs', 'entrée lorsqu', 'pluie battait', 'postière', 'frisson glacé parcourut', 'glacé parcourut']
386	11	386_simulatron_amnésie_pohl_rêves	['simulatron', 'amnésie', 'pohl', 'rêves', 'soucieux', 'armitage', 'mémoire', 'recherches', 'arrivée hier', 'souvenirs']
387	11	387_léoni_tardiveau_aubertet_mugnier	['léoni', 'tardiveau', 'aubertet', 'mugnier', 'boucheseiche', 'gourel', 'rageblanc', 'cuttoli', 'crémière', 'fajon']
388	11	388_picasso_doigts gourds_pluie_réfectoire	['picasso', 'doigts gourds', 'pluie', 'réfectoire', 'gourds', 'maîtresse époque', 'soucis soucis', 'chaussures propres', 'tores', 'vent tourné']
389	11	389_sœur_carista_cousin_cousin dunkam	['sœur', 'carista', 'cousin', 'cousin dunkam', 'tante', 'bague', 'tante père', 'enquêteurs privés', 'genre discussion', 'cashmere']
390	11	390_posador_arquebuse_bejardy_baisée	['posador', 'arquebuse', 'bejardy', 'baisée', 'appelait geneviève', 'habité quartier', 'quartier', 'dû retenir', 'geneviève', 'couture']
391	11	391_crumbs_bross_signore gambini_gambini	['crumbs', 'bross', 'signore gambini', 'gambini', 'chocolaté', 'puppy', 'signore', 'chocolaté mulligan', 'décorateur', 'mulligan']
392	11	392_sorcières_aiment_flirter_provocant	['sorcières', 'aiment', 'flirter', 'provocant', 'sourire', 'lendemain soir', 'hésitez', 'savais', 'désolée', 'regrette']
393	11	393_ravot_fourrures_atelier_gués	['ravot', 'fourrures', 'atelier', 'gués', 'coqs', 'doutes doutes', 'badineau', 'atelier ravot', 'trash', 'aubel']
394	11	394_brunebroucke_renée_helvin_loussa	['brunebroucke', 'renée', 'helvin', 'loussa', 'chanson', 'babylone', 'demanda case', 'case', 'brenàn', 'cube']
395	11	395_peintre_boîte_atelier_mère	['peintre', 'boîte', 'atelier', 'mère', 'boîte neuve', 'hirondelle', 'dessiner', 'devais', 'peindre', 'sentais']
396	11	396_windspear_hodge_hurricane bluff_hurricane	['windspear', 'hodge', 'hurricane bluff', 'hurricane', 'pourtant', 'chérie', 'déjà retard', 'extorquer', 'racheté', 'amandes']
397	11	397_firestone_grotte_persval_flambeau	['firestone', 'grotte', 'persval', 'flambeau', 'caverne', 'flics', 'harker', 'corniche', 'djunguzz', 'achron']
398	11	398_cready_alley_skinner_nabab	['cready', 'alley', 'skinner', 'nabab', 'tigre', 'mcgowan', 'braunen corp', 'braunen', 'œuvres charité', 'corp']
399	10	399_beckett_stoner_beckett senior_senior	['beckett', 'stoner', 'beckett senior', 'senior', 'haymann', 'hamway', 'baroody', 'corporate', 'histoire beckett', 'lherbier']
400	10	400_cilima_ribeauvillé_garçon_langlais	['cilima', 'ribeauvillé', 'garçon', 'langlais', 'décrochage', 'skinner', 'sammel', 'normaliens', 'perlouze', 'effaçoir']
401	10	401_feldman_ans signifiait_papier absorbant_faut constituer	['feldman', 'ans signifiait', 'papier absorbant', 'faut constituer', 'capitaine port', 'répond', 'constituer dossier', 'bonblanc', 'régnerait', 'petits jeunes']
402	10	402_brubaker_michèle_dors_raser jambes	['brubaker', 'michèle', 'dors', 'raser jambes', 'descends', 'heineken', 'daumier', 'air coup', 'raser', 'godillots']
403	10	403_soldat_stéphan_armée_step	['soldat', 'stéphan', 'armée', 'step', 'insigne', 'lieutenant', 'voir note', 'flamme réchaud', 'tire bouffée', 'démissionnez']
404	10	404_bradmer_sable_plage_aventurent	['bradmer', 'sable', 'plage', 'aventurent', 'vagues', 'capitaine bradmer', 'barils', 'nuits', 'habits', 'coprah']
405	10	405_wexford_ceresola_burden_rushworth	['wexford', 'ceresola', 'burden', 'rushworth', 'nollet', 'blindé', 'copeau', 'dover', 'rails', 'street']
406	10	406_hennegan_yudel_dîner_touristes moyens	['hennegan', 'yudel', 'dîner', 'touristes moyens', 'maxicorp', 'gomina', 'prit assiette', 'cuisine', 'bemie', 'œilleton']
407	10	407_keif_disquette_norsworthy_rire	['keif', 'disquette', 'norsworthy', 'rire', 'bigeard', 'monkey', 'végète', 'aimline', 'foule retourne', 'weller']
408	10	408_mugnier_siboni_amérique_loin amérique	['mugnier', 'siboni', 'amérique', 'loin amérique', 'léoni porte', 'fouille dossier', 'amérique loin', 'socialos', 'picabia', 'pieds trottoir']
409	10	409_swwfw_gratinée_décati_rémy	['swwfw', 'gratinée', 'décati', 'rémy', 'valleroy', 'aimline', 'keîsey', 'klyd', 'médiateur', 'oligarche']
410	10	410_comète_brionne_quéré_seigneur	['comète', 'brionne', 'quéré', 'seigneur', 'charge écuyer', 'comète comète', 'délassement', 'khym', 'compagnonnage', 'isambour']
411	10	411_shaquille_poisons_phébé_aggloméréville	['shaquille', 'poisons', 'phébé', 'aggloméréville', 'soupe', 'anédrine', 'laney', 'bix', 'prescrivent', 'bix phébé']
412	10	412_frédi_cortexine_frédi frédi_directives	['frédi', 'cortexine', 'frédi frédi', 'directives', 'tzu', 'cellules', 'descolada', 'balles réelles', 'enlèverons', 'normaliser']
413	10	413_glair_toledo_tileman_hemming	['glair', 'toledo', 'tileman', 'hemming', 'dr tileman', 'michèle', 'lapointe', 'michèle veux', 'vieilles dames', 'frères mémoire']
414	10	414_valleroy_zeor_médiateur_klyd	['valleroy', 'zeor', 'médiateur', 'klyd', 'denrau', 'donneur', 'léopoldine', 'latéraux', 'gallaugher', 'kriebel']
415	10	415_furet_mère abandonnée_furet fronça_chaleur bouche	['furet', 'mère abandonnée', 'furet fronça', 'chaleur bouche', 'enfants ans', 'orchidée', 'chemise nuit', 'femme inspira profondément', 'femme', 'femme inspira']
416	10	416_hervé_françoise_andigné_cadoudal	['hervé', 'françoise', 'andigné', 'cadoudal', 'chouans', 'grisolles', 'hozier', 'rouen', 'royalistes', 'charrettes']
417	10	417_seigneur gueux_gueux_isambour_vavasseur	['seigneur gueux', 'gueux', 'isambour', 'vavasseur', 'seigneur gueux antimus', 'gueux antimus', 'antimus', 'seigneur', 'ministre duroy', 'djent']
418	10	418_turcotte_lescadre_commodités_sernine	['turcotte', 'lescadre', 'commodités', 'sernine', 'skiath', 'sieur eugène', 'fraya chemin', 'inspecteur suivit', 'reprit bernold', 'port']
419	10	419_boaras_meymuna_rêve_abassa	['boaras', 'meymuna', 'rêve', 'abassa', 'enveloppée manteau noir', 'calife', 'taël regardèrent', 'rouler rouler', 'rêve rêve', 'hommes patrouille']
420	10	420_sodomite_swede_demandions_directeur adjoint	['sodomite', 'swede', 'demandions', 'directeur adjoint', 'intolérance', 'demain demain', 'adjoint banque county', 'directeur adjoint banque', 'adjoint banque', 'banque county']
421	10	421_terrain_manganèse_bluff_hood	['terrain', 'manganèse', 'bluff', 'hood', 'diable terrain', 'question terrain', 'camionnette', 'sluefoot', 'porte parapluies', 'tut tut']
422	10	422_profitendieu_massé_molinier_tombait malade	['profitendieu', 'massé', 'molinier', 'tombait malade', 'joëlle', 'billots', 'mme cochart', 'cochart', 'hulotte', 'suggère']
423	10	423_maigret_saltram_saltram lodge_fenn	['maigret', 'saltram', 'saltram lodge', 'fenn', 'lodge', 'burden', 'lapointe', 'incendiaire', 'demande écoute', 'entrée musée']
424	10	424_saucisse_bricoleur_mulé_faucon glace	['saucisse', 'bricoleur', 'mulé', 'faucon glace', 'duralumin', 'chaussons course', 'fit mulé', 'nuage', 'troupeau', 'bronco']
425	10	425_ruthery_abassa_grivel_cadavres	['ruthery', 'abassa', 'grivel', 'cadavres', 'roches brûlantes', 'camp ennemi', 'joiry', 'cratères', 'noémi', 'turcs']
426	10	426_finch_caravane_inspecteur_pont	['finch', 'caravane', 'inspecteur', 'pont', 'bingham', 'macey', 'demanda finch', 'raccompagner', 'finch yeux', 'finch fit']
